int, string, string, ESkillType, bool, bool, bool, bool, EUnitAnimation, bool, string, string, FP, int, FP, EDamageType, ESkillPosition, ETargetType, ERangeType, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP, ESkillTag[], int, string, string, bool
150222, "IconSkill150222", "skill_name_150222", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15022_Ability2", "skill_description_150222", "", "", "", "Physical", "", "", "", "Defense", 20, "Percent", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150223, "IconSkill150223", "skill_name_150223", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15022_1", "skill_description_150223", "", "", 10, "Physical", "Target", "Target", "Multi", "Damage", 1000, "Range", "1.6", "Interval", "0.5", "Count", 10, "Duration", 5, "Percent", 70, "", "", "", "", "", "", "", "", "", "", "FALSE"
150224, "IconSkill150224", "skill_name_150224", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15022_2", "skill_description_150224", "", "", 12, "Physical", "Source", "Ally", "Multi", "Percent", 15, "Range", 4, "Duration", 10, "Duration2", 10, "Count", 5, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150225, "IconSkill150225", "skill_name_150225", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15022_3", "skill_description_150225", 40, "", "", "Physical", "Source", "Ally", "Multi", "Percent", 25, "Percent2", 25, "Range", 4, "Duration", 10, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
140020, "IconSkill140021", "skill_name_140020", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "FALSE", "Skill_14002_0", "skill_description_140020", "", "", "", "Magical", "", "", "", "Count", 2, "Count2", 5, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
140021, "IconSkill140022", "skill_name_140021", "Attack", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_14002_1", "skill_description_140021", "", "", "", "Magical", "Source", "Target", "Multi", "Damage", 1000, "Range", 1, "AttackDamage", 0, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
140022, "IconSkill140023", "skill_name_140022", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_14002_2", "skill_description_140022", "", "", 10, "Magical", "Source", "Target", "Multi", "Damage", 7000, "Range", "1.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
140023, "IconSkill140024", "skill_name_140023", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_14002_3", "skill_description_140023", "", "", "", "Magical", "Source", "Target", "Multi", "Damage", 12000, "Range", 2, "AttackDamage", 100, "AttackSpeed", 250, "Duration", 10, "Duration2", 1, "", "", "", "", "", "", "", "", "", "", "FALSE"
150110, "IconSkill150110", "skill_name_150110", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15011_Ability", "skill_description_150110", "", "", "", "Physical", "", "", "", "Percent", 1000, "Count", 3, "Damage", 7000, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150111, "IconSkill150111", "skill_name_150111", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15011_Ability2", "skill_description_150111", "", "", "", "Physical", "", "", "", "Damage", 2000, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150112, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15011_Attack", "skill_description_150112", "", "", "", "Physical", "Target", "Target", "Single", "Damage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150113, "IconSkill150113", "skill_name_150113", "AttackCount", "FALSE", "FALSE", "TRUE", "FALSE", "Skill_1", "TRUE", "Skill_15011_1", "skill_description_150113", "", 15, "", "Physical", "Target", "Target", "Single", "Damage", 3300, "Interval", "0.5", "Count", 10, "Duration", 5, "Percent", 10, "", "", "", "", "", "", "", "", "", "", "", "ingame_immortal_vayne_skill_attack", "FALSE"
150114, "IconSkill150114", "skill_name_150114", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15011_2", "skill_description_150114", 60, "", "", "Physical", "Target", "Target", "Single", "Duration", 15, "Percent", 150, "Count", 2, "Duration2", 10, "", "", "", "", "", "", "", "", "", "", "", "", "", "ingame_immortal_vayne_ultiamte", "FALSE"
150060, "IconSkill150060", "skill_name_150060", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15006_Passive_1", "skill_description_150060", "", "", "", "Magical", "", "", "", "AttackDamage", 40, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150061, "IconSkill150061", "skill_name_150061", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15006_Passive_2", "skill_description_150061", "", "", "", "Magical", "", "", "", "Damage", 2500, "Range", "1.5", "Count", 5, "Interval", "0.1", "Duration", 10, "Count2", 5, "Duration2", 300, "", "", "", "", "", "", "", "", "FALSE"
150062, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "TRUE", "Skill_15006_Attack", "skill_description_150062", "", "", "", "Physical", "Target", "Target", "Single", "Damage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150063, "IconSkill150063", "skill_name_150063", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15006_1", "skill_description_150063", "", "", 8, "Magical", "Target", "Target", "Multi", "Damage", 35000, "Range", "1.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150064, "IconSkill150064", "skill_name_150064", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15006_2", "skill_description_150064", "", "", 11, "Magical", "Target", "Target", "Multi", "Damage", 16000, "Range", "1.5", "Count", 2, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150065, "IconSkill150065", "skill_name_150065", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15006_Ultimate", "skill_description_150065", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 35000, "SubDamage", 2000, "Interval2", "0.5", "Count2", 10, "Duration", 5, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
130040, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_13004_Attack", "", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 150, "Range", "0.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
130041, "IconSkill130041", "skill_name_130041", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_13004_Passive", "skill_description_130041", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 150, "Range", "0.5", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
130042, "IconSkill130042", "skill_name_130042", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_13004_1", "skill_description_130042", "", "", 7, "Magical", "Target", "Target", "Multi", "Duration", 3, "Damage", 5000, "Slow", 80, "Range", 2, "Percent", 10, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
130043, "IconSkill130043", "skill_name_130043", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_13004_2", "skill_description_130043", "", "", 11, "Magical", "Target", "Target", "Multi", "Duration", 4, "Interval", 1, "Damage", 1000, "Stun", "0.9", "Range", 2, "Count2", 4, "", "", "", "", "", "", "", "", "", "", "FALSE"
130044, "IconSkill130044", "skill_name_130044", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_13004_3", "skill_description_130044", "", "", "", "Magical", "Target", "Target", "Multi", "Duration", 4, "Interval", "0.2", "Damage", 350, "Range", "2.5", "SubDamage", 2000, "Count", 20, "MoveSpeed", 3, "", "", "", "", "", "", "", "", "FALSE"
150230, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15023_Attack", "skill_description_150230", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150231, "IconSkill150231", "skill_name_150231", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15023_Ability", "skill_description_150231", "", "", "", "Physical", "Source", "Me", "Single", "Percent", 1200, "Percent2", 30, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150232, "IconSkill150232", "skill_name_150232", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15023_Ability2", "skill_description_150232", "", "", "", "Physical", "Source", "Me", "Single", "Count", 5, "Range", "1.5", "Damage", 4000, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150233, "IconSkill150233", "skill_name_150233", "AttackCount", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15023_1", "skill_description_150233", "", 15, "", "Physical", "Target", "Target", "Multi", "Damage", 15000, "Range", 2, "Count2", 10, "AttackSpeed", 15, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150234, "IconSkill150234", "skill_name_150234", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15023_2", "skill_description_150234", "", "", 9, "Physical", "Target", "Target", "Multi", "Damage", 11000, "Range", "2.5", "Count", 10, "Percent", 50, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150235, "IconSkill150235", "skill_name_150235", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15023_3", "skill_description_150235", 80, "", "", "Physical", "Target", "Target", "Multi", "Damage", 21000, "Range", "1.5", "Duration", 15, "Count", 20, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150100, "IconSkill150100", "skill_name_150100", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15010_Ability", "skill_description_150100", "", "", "", "Physical", "Source", "Me", "Single", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151100, "IconSkill151100", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15110_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151101, "IconSkill151101", "skill_name_151101", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15110_Ability", "skill_description_151101", "", "", "", "Physical", "Source", "Me", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151102, "IconSkill151102", "skill_name_151102", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15110_1", "skill_description_151102", "", "", 10, "Physical", "Target", "Target", "Multi", "Damage", 16000, "Range", 2, "Count", 3, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
151103, "IconSkill151103", "skill_name_151103", "Cooltime", "TRUE", "FALSE", "TRUE", "FALSE", "Skill_2", "TRUE", "Skill_15110_2", "skill_description_151103", 60, "", "", "Physical", "Target", "Target", "Multi", "Damage", 4000, "Range", 2, "Interval", "0.8", "Count", 10, "Duration", 8, "Chance", 10, "SubDamage", 10000, "", "", "", "", "", "", "", "", "FALSE"
152100, "IconSkill152100", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15210_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
152101, "IconSkill152101", "skill_name_152101", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15210_Ability", "skill_description_152101", "", "", "", "Physical", "Source", "Me", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
152102, "IconSkill152102", "skill_name_152102", "AttackCount", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15210_1", "skill_description_152102", "", 10, "", "Physical", "Target", "Target", "Single", "Damage", 25000, "AttackDamage", 80, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
152103, "IconSkill152103", "skill_name_152103", "Cooltime", "TRUE", "FALSE", "TRUE", "FALSE", "Skill_2", "TRUE", "Skill_15210_2", "skill_description_152103", 60, "", "", "Physical", "Target", "Target", "Single", "Damage", 12000, "AttackDamage", 50, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150200, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15020_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150201, "IconSkill150201", "skill_name_150201", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15020_Ability", "skill_description_150201", "", "", "", "Physical", "Source", "Target", "Single", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150202, "IconSkill150202", "skill_name_150202", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15020_1", "skill_description_150202", "", "", 10, "Physical", "Source", "Ally", "Multi", "AttackSpeed", 20, "Duration", 5, "Range", 4, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150203, "IconSkill150203", "skill_name_150203", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15020_2", "skill_description_150203", "", "", 12, "Physical", "Target", "Target", "Multi", "Damage", 9000, "Range", 2, "Slow", 70, "Duration", 6, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150204, "IconSkill150204", "skill_name_150204", "Cooltime", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15020_3", "skill_description_150204", 50, "", "", "Physical", "Source", "Me", "Multi", "Duration", 30, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150040, "IconSkill150040", "skill_name_150040", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15004_Attack", "skill_description_150040", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150041, "IconSkill150041", "skill_name_150041", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15004_Ability", "skill_description_150041", "", "", "", "Magical", "", "", "", "Percent", 1000, "Percent2", 50, "Percent3", 5, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150042, "IconSkill150042", "skill_name_150042", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15004_1", "skill_description_150042", "", "", 7, "Magical", "Target", "Target", "Multi", "Damage", 18000, "Range", "1.7", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150043, "IconSkill150043", "skill_name_150043", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15004_2", "skill_description_150043", "", "", 7, "Magical", "Target", "Target", "Multi", "Damage", 10000, "Range", "1.7", "Interval", "0.15", "Count", 2, "Duration", "0.3", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150044, "IconSkill150044", "skill_name_150044", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15004_3", "skill_description_150044", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 10000, "Range", 2, "Interval", "0.3", "Count", 10, "Duration", 3, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150240, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15024_Attack", "skill_description_150240", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150241, "IconSkill150241", "skill_name_150241", "SkillCount", "FALSE", "FALSE", "FALSE", "FALSE", "Action_1", "TRUE", "Skill_15024_Ability", "skill_description_150241", "", 3, "", "Magical", "Source", "Target", "Multi", "Percent", 1000, "Damage", 500, "Range", 2, "", "", "", "", "", "", "", "", "", "", "", "", "Passive | SkillCount", 0, "", "", "FALSE"
150242, "IconSkill150242", "skill_name_150242", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15024_1", "skill_description_150242", "", "", 11, "Magical", "Target", "Target", "Multi", "Damage", 11000, "Range", 1, "Angle", 30, "Distance", 6, "Count", 3, "SubDamage", 2600, "Duration", 5, "", "", "", "", "", 1, "", "", "FALSE"
150243, "IconSkill150243", "skill_name_150243", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15024_2", "skill_description_150243", "", "", 10, "Magical", "Target", "Target", "Multi", "Damage", 1600, "Range", 2, "Interval", "0.5", "Count", 10, "Duration", 5, "AttackDamage", 110, "", "", "", "", "", "", "", 2, "", "", "FALSE"
150244, "IconSkill150244", "skill_name_150244", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15024_3", "skill_description_150244", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 30000, "Range", 2, "Chance", 5, "Duration", 12, "Duration2", "0.8", "", "", "", "", "", "", "", "", "", 3, "", "", "FALSE"
150050, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15005_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150051, "IconSkill150051", "skill_name_150051", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15005_Ability", "skill_description_150051", "", "", "", "Physical", "", "", "", "Count", 100, "Count2", 1, "AttackDamage", 10, "Count3", 50, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150052, "IconSkill150052", "skill_name_150052", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15005_1", "skill_description_150052", "", "", 5, "Physical", "Source", "Target", "Multi", "Damage", 3000, "AttackDamage", 2000, "AttackDamage2", 600, "Range", "2.2", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150053, "IconSkill150053", "skill_name_150053", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15005_2", "skill_description_150053", "", "", 5, "Magical", "Target", "Target", "Multi", "Duration", 1, "Interval", "0.1", "Damage", 400, "Duration2", "0.1", "Range", 2, "Count", 10, "", "", "", "", "", "", "", "", "", "", "FALSE"
150054, "IconSkill150054", "skill_name_150054", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15005_3", "skill_description_150054", "", "", 5, "Physical", "Target", "Target", "Multi", "Damage", 4000, "AttackDamage", 60, "Range", "0.5", "Range2", "0.25", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150055, "IconSkill150055", "skill_name_150055", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15005_4", "skill_description_150055", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 11000, "AttackDamage", 10, "Range", 2, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150020, "", "", "Attack", "FALSE", "TRUE", "FALSE", "FALSE", "Default", "FALSE", "Skill_15002_Attack", "", "", "", "", "Physical", "Target", "Target", "Single", "AttackDamage", 100, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150021, "IconSkill150021", "skill_name_150021", "Initialize", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_15002_Ability", "skill_description_150021", "", "", "", "Magical", "Target", "Target", "Multi", "Duration", 5, "Slow", 10, "Count", 10, "Damage", 6000, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
150022, "IconSkill150022", "skill_name_150022", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_1", "TRUE", "Skill_15002_1", "skill_description_150022", "", "", 8, "Magical", "Target", "Target", "Multi", "Count", 15, "Damage", 2500, "Interval", "0.25", "Range", "0.3", "Range2", 4, "Count2", 6, "", "", "", "", "", "", "", "", "", "", "FALSE"
150023, "IconSkill150023", "skill_name_150023", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Skill_2", "TRUE", "Skill_15002_2", "skill_description_150023", "", "", 8, "Magical", "Target", "Target", "Multi", "Damage", 10000, "Stun", 3, "Interval", "0.5", "SubDamage", 3000, "Range", "1.5", "Count", 6, "", "", "", "", "", "", "", "", "", "", "FALSE"
150024, "IconSkill150024", "skill_name_150024", "Active", "TRUE", "FALSE", "FALSE", "FALSE", "Skill_3", "TRUE", "Skill_15002_3", "skill_description_150024", "", "", "", "Magical", "Target", "Target", "Multi", "Duration", 10, "AttackDamage", 30, "Interval", 1, "Count", 10, "Damage", 3500, "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
10950, "", "skill_name_10950", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_1005_1", "skill_description_10950", "", "", 50, "Physical", "Source", "Target", "Single", "Count", 20, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
10960, "", "skill_name_10960", "Attack", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_1096_Attack", "skill_description_10960", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 100, "Count", 3, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
10961, "", "skill_name_10961", "Chance", "FALSE", "FALSE", "FALSE", "FALSE", "Default", "TRUE", "Skill_1096_1", "skill_description_10961", "", "", 30, "Magical", "Source", "Target", "Multi", "Damage", 500, "Stun", 3, "Range", 2, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
200001, "", "skill_name_200001", "Rune", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_Rune_1", "skill_description_200001", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 1, "Range", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
200002, "", "skill_name_200002", "Rune", "FALSE", "FALSE", "FALSE", "FALSE", "None", "TRUE", "Skill_Rune_2", "skill_description_200002", "", "", "", "Magical", "Target", "Target", "Multi", "Damage", 1, "Range", 1, "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "FALSE"
