int, int, int, int, string, string, EShopProductPayType, int, bool, float, float, int, float, string, int, int, int, float, TableReward, TableReward, TableReward, TableReward, bool, bool, bool, string, bool
70004, 4, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "102, 150, 150", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70005, 5, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "101, 3000, 3000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70006, 6, "", 700, "릴레이 패키지", "product_relay_package_2", "IAP", "", "FALSE", 83, 6, "", "6.99", "product_relay_package_2", 1, 0, "", "", "104, 130, 130", "102, 1000, 1000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70007, 7, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "103, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70008, 8, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "201, 2, 2", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70009, 9, "", 700, "릴레이 패키지", "product_relay_package_3", "IAP", "", "FALSE", 83, 6, "", "12.99", "product_relay_package_3", 1, 0, "", "", "201, 20, 20", "102, 1000, 1000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70010, 10, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "104, 50, 50", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70011, 11, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "101, 20000, 20000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70012, 12, "", 700, "릴레이 패키지", "product_relay_package_4", "IAP", "", "FALSE", 86, 7, "", "19.99", "product_relay_package_4", 1, 0, "", "", "104, 500, 500", "102, 1000, 1000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70013, 13, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "101, 50000, 50000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70014, 14, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "102, 500, 500", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70015, 15, "", 700, "릴레이 패키지", "product_relay_package_5", "IAP", "", "FALSE", 86, 7, "", "29.99", "product_relay_package_5", 1, 0, "", "", "201, 80, 80", "102, 1000, 1000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70016, 16, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "102, 3000, 3000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
17001, 1, "", 701, "릴레이 패키지", "product_piggy_bank_1", "IAP", "", "FALSE", 75, 4, "", "4.99", "product_piggy_bank_1", 1, 0, "", "", "102, 4000, 4000", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
17002, 1, "", 701, "릴레이 패키지", "product_piggy_bank_2", "IAP", "", "FALSE", 75, 4, "", "4.99", "product_piggy_bank_2", 1, 0, "", "", "104, 80, 80", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70101, 1, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "101, 3000, 3000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70102, 2, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "103, 30, 30", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70103, 3, "", 700, "릴레이 패키지", "product_relay_package2_1", "IAP", "", "FALSE", 80, 5, "", "5.99", "product_relay_package2_1", 1, 0, "", "", "104, 100, 100", "102, 1500, 1500", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70104, 4, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "102, 500, 500", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70105, 5, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "101, 10000, 10000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70106, 6, "", 700, "릴레이 패키지", "product_relay_package2_2", "IAP", "", "FALSE", 83, 6, "", "5.99", "product_relay_package2_2", 1, 0, "", "", "104, 120, 120", "102, 1500, 1500", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70107, 7, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "103, 100, 100", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70108, 8, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "201, 1, 1", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70109, 9, "", 700, "릴레이 패키지", "product_relay_package2_3", "IAP", "", "FALSE", 83, 6, "", "5.99", "product_relay_package2_3", 1, 0, "", "", "104, 120, 120", "102, 1500, 1500", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70110, 10, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "102, 500, 500", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70111, 11, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "101, 20000, 20000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70112, 12, "", 700, "릴레이 패키지", "product_relay_package2_4", "IAP", "", "FALSE", 86, 7, "", "5.99", "product_relay_package2_4", 1, 0, "", "", "104, 140, 140", "102, 2000, 2000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70113, 13, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "103, 300, 300", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70114, 14, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "102, 1000, 1000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
70115, 15, "", 700, "릴레이 패키지", "product_relay_package2_5", "IAP", "", "FALSE", 86, 7, "", "5.99", "product_relay_package2_5", 1, 0, "", "", "104, 140, 140", "102, 2000, 2000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
70116, 16, "", 700, "", "릴레이 패키지 무료", "Free", "", "", "", "", "", "", "", 1, 0, "", "", "201, 5, 5", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
900001, 0, "", 10000, "", "product_toss_1", "IAP", "", "FALSE", "", "", "", "5.99", "productr_toss_1", 1, 0, "", "", "102, 1000, 1000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
900002, 0, "", 10000, "", "product_kakaopay_1", "IAP", "", "FALSE", "", "", "", "5.99", "productr_kakaopay_1", 1, 0, "", "", "102, 2000, 2000", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
1000000, 1, 40001, 916, "블프 일일 무료 다이아", "", "Free", "", "", "", "", "", "", "", 1, 1, "", "", "102, 500, 500", "", "", "", "FALSE", "FALSE", "FALSE", "", "FALSE"
1000001, 1, "", 915, " 블프 매일매일 패키지", "product_blackfriday_daily_package_desc_1", "IAP", "", "TRUE", 90, 10, "", "12.99", "product_black_friday_day_1", 1, 1, "", "", "201, 40, 40", "102, 3000, 3000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1000002, 1, "", 915, " 블프 매일매일 패키지", "product_blackfriday_daily_package_desc_2", "IAP", "", "TRUE", 90, 10, "", "12.99", "product_black_friday_day_2", 1, 1, "", "", "107, 80, 80", "102, 3000, 3000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1000003, 1, "", 915, " 블프 매일매일 패키지", "product_blackfriday_daily_package_desc_3", "IAP", "", "TRUE", 90, 10, "", "12.99", "product_black_friday_day_3", 1, 1, "", "", "104, 450, 450", "102, 3000, 3000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1000004, 1, "", 915, " 블프 매일매일 패키지", "product_blackfriday_daily_package_desc_4", "IAP", "", "TRUE", 90, 10, "", "19.99", "product_black_friday_day_4", 1, 1, "", "", "116, 380, 380", "102, 3000, 3000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1000005, 1, "", 915, " 블프 매일매일 패키지", "product_blackfriday_daily_package_desc_5", "IAP", "", "TRUE", 90, 10, "", "19.99", "product_black_friday_day_5", 1, 1, "", "", "113, 780, 780", "102, 3000, 3000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1000006, 1, "", 915, " 블프 매일매일 패키지", "product_blackfriday_daily_package_desc_6", "IAP", "", "TRUE", 90, 10, "", "19.99", "product_black_friday_day_6", 1, 1, "", "", "201, 65, 65", "102, 3000, 3000", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1000007, 1, "", 915, " 블프 매일매일 패키지", "product_blackfriday_daily_package_desc_7", "IAP", "", "TRUE", 90, 10, "", "19.99", "product_black_friday_day_7", 1, 1, "", "", "102, 40000, 40000", "", "", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1000008, 1, "", 915, "블프 한정 수량 패키지", "product_name_limited_edition", "IAP", "", "TRUE", 93, 15, "", "6.99", "product_black_friday_limit_1", 1, 1, "", "", "201, 20, 20", "113, 100, 100", "102, 5000, 5000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1200001, 1, "", 915, "블프 할인패키지 5종", "product_name_blackfriday_discount_1", "IAP", "", "FALSE", 88, 8, "", "6.99", "product_black_friday_1", 1, 1, "", "", "104, 200, 200", "101, 10000, 10000", "102, 1000, 1000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1200002, 1, "", 915, "블프 할인패키지 5종", "product_name_blackfriday_discount_2", "IAP", "", "FALSE", 88, 8, "", "12.99", "product_black_friday_2", 1, 1, "", "", "201, 30, 30", "103, 1000, 1000", "102, 2000, 2000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1200003, 1, "", 915, "블프 할인패키지 5종", "product_name_blackfriday_discount_3", "IAP", "", "FALSE", 88, 8, "", "19.99", "product_black_friday_3", 1, 1, "", "", "113, 500, 500", "115, 500, 500", "102, 3000, 3000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1200004, 1, "", 915, "블프 할인패키지 5종", "product_name_blackfriday_discount_4", "IAP", "", "FALSE", 88, 8, "", "29.99", "product_black_friday_4", 1, 1, "", "", "107, 140, 140", "101, 100000, 100000", "102, 4000, 4000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
1200005, 1, "", 915, "블프 할인패키지 5종", "product_name_blackfriday_discount_5", "IAP", "", "FALSE", 88, 8, "", "49.99", "product_black_friday_5", 1, 1, "", "", "116, 600, 600", "101, 200000, 200000", "102, 5000, 5000", "", "FALSE", "FALSE", "FALSE", "", "TRUE"
